Date,Close,High,Low,Open
2015-08-07,0.7699807452931349,2.869221838015165,0.7603494473842312,2.869221838015165
2015-08-08,0.719830109410067,0.9655680901160679,0.6333001630909708,0.7864132516781627
2015-08-09,0.7007051824579207,0.7551274644471777,0.5904705230546483,0.7067436187894715
2015-08-10,1.0883609568759975,1.150474450788289,0.6609435510222482,0.7012099159036382
2015-08-11,1.2140711147663539,1.3011998859556926,0.8137771929433467,1.0944892515149922
2015-08-12,1.8432856832260898,2.062724410167116,1.1398111185579778,1.1925195191430638
2015-08-13,1.8333619024579544,2.3485828451487327,1.7532233206053924,1.8199423845802956
2015-08-14,1.6744560982512584,1.8816384878455346,1.5557559139591945,1.8032111246764002
2015-08-15,1.5699231049497122,1.6902957290705776,1.0772349954603035,1.668785292392426
2015-08-16,1.2078850916837387,1.5785575433000518,1.1771855448342123,1.5785575433000518
2015-08-17,1.1425963795275509,1.32889889443905,1.0939444912989014,1.2109943497688063
2015-08-18,1.2542784169672243,1.3163133363274295,1.1679121598970166,1.1679121598970166
2015-08-19,1.4612554447417359,1.5440221728242858,1.2239920639908919,1.254465129709411
2015-08-20,1.3885488373189303,1.5801646668697324,1.3556501143563502,1.4734292258475534
2015-08-21,1.3832236793988648,1.4826846872109078,1.3586307211624689,1.3897433992467843
2015-08-22,1.3492724880984817,1.4238325435866588,1.3075948593767237,1.3742161522797287
2015-08-23,1.2321904366192855,1.3733312592193598,1.2321904366192855,1.3656711662965617
2015-08-24,1.1460031949399714,1.2511384769645433,1.1180786022036913,1.2290362835761541
2015-08-25,1.17194237490167,1.2065315172711146,1.0583991160550783,1.139092471291836
2015-08-26,1.154176305270667,1.1972334298510832,1.1332456253892387,1.185508862990742
2015-08-27,1.1759669076456307,1.202898864041389,1.1278250815178053,1.1511999070891232
2015-08-28,1.1808469543376594,1.2042609712399213,1.147462947114612,1.1799971326262335
2015-08-29,1.320643115957798,1.376685137800047,1.1664444522338377,1.185527114208249
2015-08-30,1.3627563146497383,1.4220480157654416,1.1957583710396051,1.3189025986885412
2015-08-31,1.3508067454179373,1.4009647871933801,1.3342672163948177,1.3543267118556785
2015-09-01,1.2983478849768344,1.3596847019653842,1.2620967748107397,1.3508067454179373
2015-09-02,1.255389442089516,1.3168908977863318,1.1952259363598554,1.3008021564042922
2015-09-03,1.2739938325583802,1.3047216070674366,1.231727544265514,1.250745701026714
2015-09-04,1.3338737062814294,1.3504366563456953,1.268119993740017,1.2824941432886166
2015-09-05,1.296629478421124,1.381223012500155,1.2953068277152622,1.3339059566599505
2015-09-06,1.246097814056274,1.3166731485416059,1.234372253233069,1.2971845956177463
2015-09-07,1.2547697084697307,1.2822627109201838,1.2316037366052464,1.246781450932475
2015-09-08,1.2132859286629896,1.264765720736904,1.202447496399909,1.2547697084697307
2015-09-09,1.162838569211094,1.219742748901725,1.1375493169842061,1.2136699664730188
2015-09-10,0.9795247819820341,1.1715963426821845,0.9204045036689077,1.1612705179690856
2015-09-11,1.0367052636290028,1.1121026933126241,0.9669964162169009,0.9855538022668199
2015-09-12,0.926244233534571,1.0408403134969293,0.8990721271475128,1.0407310622169508
2015-09-13,0.8712654853528724,0.9483938713815664,0.8692006369700824,0.9256739629786104
2015-09-14,0.9425975714729812,0.991325629272406,0.8712654853528724,0.8712654853528724
2015-09-15,0.9015880746004954,0.9511312558553185,0.8915829757140733,0.9364217034448444
2015-09-16,0.8816480974225018,0.9095663230044577,0.8225544841687603,0.898116043184453
2015-09-17,0.8551540039123371,0.8996742282117531,0.8259003243968914,0.8816480974225018
2015-09-18,0.878273475694314,0.9122793393679859,0.8295220450996377,0.8490984961077437
2015-09-19,0.9315143929618421,0.9558448190683778,0.8677282101746271,0.8794298832173337
2015-09-20,0.9372445985075039,0.9687282623621584,0.875048600342277,0.9462390863420039
2015-09-21,0.8984269506765012,0.9246179719979862,0.866099270854305,0.9246179719979862
2015-09-22,0.8894895327261877,0.9153867721510163,0.8858891159627496,0.9008767918962514
2015-09-23,0.8107056911285607,0.9089367031694181,0.7989224617889039,0.8987275689971326
2015-09-24,0.7400367965186965,0.8261517889274065,0.7247527788605269,0.8249921053550077
2015-09-25,0.796200656802998,0.796200656802998,0.7076193832394477,0.7430269852805498
2015-09-26,0.7289045691504621,0.7912070647409059,0.7222062760055468,0.7852838095148039
2015-09-27,0.5765046573588073,0.7310056795136608,0.5568306087191842,0.7276923539126039
